full_name,short_name
西藏瑞悦投资管理有限公司,西藏瑞悦投资
上海细水投资管理有限公司,上海细水
中期资产管理有限公司,中期资产
上海鼎兴博钏私募基金管理有限公司,鼎兴资本
吉维尔国际有限公司,吉维尔国际
北京林沅投资管理有限公司,北京林沅投资
北京云冉投资基金管理有限公司,北京云冉
陕西省科技成果转化引导投资,陕西省科技成果转化引导投资
深圳智能管家基金管理合伙企业（有限合伙）,ROOBO智能管家基金
Mixin Capital,Mixin Capital
上海华岭投资管理有限公司,华岭资本
上海上阳天禧投资管理有限公司,上阳天禧
上海虎铂股权投资基金管理合伙企业（有限合伙）,虎珀基金
宏弧资本,宏弧资本
成都创新投资管理有限公司,成都创新投
金诺投资管理有限公司,金诺投资
冠通北纬资产管理（北京）有限公司,冠通北纬资产北京
上海百全投资管理有限公司,百全投资
珠海广发朗姿互联网时尚产业基金投资管理有限公司,广发朗姿
深圳市达晨创业投资有限公司,达晨创投
中钢高科（北京）投资管理有限公司,中钢高科
河北明哲投资管理有限公司,河北明哲
天津麒麟阳光投资管理咨询有限公司,麒麟阳光投资
南京魔映投资管理合伙企业（有限合伙）,南京魔映
深圳前海赢方投资管理合伙企业（有限合伙）,深圳前海赢方投资管理合伙企业(有限合伙)
深圳财富恒利基金管理有限公司,财富恒利
广东钱缘基金管理有限公司,广东钱缘
北京凯思博投资管理有限公司,凯思博投资
泰月添富投资基金管理（北京）有限公司,泰月添富
华西金智投资有限责任公司,华西金智投资
贵州硕谷投资基金管理有限公司,硕谷投资
北京弘济投资管理有限责任公司,北京弘济
Openfund,Openfund
Intial Capital,Intial Capital
青阳天使投资,青阳天使
魔量资本,魔量资本
Cthulhu Ventures LLC,Cthulhu Ventures
新疆伟创君融股权投资有限合伙企业,伟创君融
北京龙德文创投资基金管理有限公司,龙德文创基金
北京友山衡融投资管理有限公司,北京友山衡融投资管理有限公司
长沙市科技风险投资管理有限公司,长沙科风投
泰通汇融（北京）资产管理有限公司,泰通汇融(北京)资产管理有限公司
北京枫海资本管理中心（有限合伙）,枫海资本
珠海英顺资产管理有限公司,珠海英顺资产
九合摩宝投资管理（北京）有限公司,九合创投
广东宏亮投资管理有限公司,广东宏亮
开信创业投资管理（北京）有限公司,开信创投
北京淳信投资管理有限公司,淳信投资
创投圈,创投圈
北京小马蜂启航股权投资中心（有限合伙）,小马蜂创投
中御资产管理（湖南）有限公司,中御资产
清控银杏创业投资管理（北京）有限公司,清控银杏
西安经发创新投资有限公司,经发创投
厦门三微创业投资有限公司,三微创投
北京融强投资有限公司,北京融强投资
中富银财（北京）投资基金管理有限公司,中富银财
嘉兴会凌投资管理有限公司,会凌投资
上海燕创投资管理有限公司,上海燕创投资管理有限公司
北京合众智达投资管理有限公司,合众智达
品今（北京）资产管理有限公司,品今资产
深圳前海红莲基金管理有限公司,深圳前海红莲
深圳市中城建投资产管理有限公司,中城建投
新加坡政府科技发展基金,新科发基金
深圳兰凌基金管理有限公司,深圳兰凌
Coniston Capital,Coniston Capital
宁波聚源泰达投资管理有限公司,聚源泰达
翱科创投,翱科创投
广州华康汇海投资有限公司,华康汇海
猪八戒股份有限公司,猪八戒网
上海宸乾投资有限公司,宸乾投资
金指易股权投资基金管理（上海）有限公司,金指易投资上海
湖南华鸿财信创业投资有限公司,华鸿财信
Hummer Winblad Venture Partners,Hummer Winblad Venture Partners
斯道资本,斯道资本
上海言起投资管理咨询有限公司,上海言起
深圳市鹏萱投资管理有限公司,鹏萱投资
深圳市鼎元创业投资合伙企业（有限合伙）,深圳鼎元创投
上海独墅湖资产管理有限公司,上海独墅湖资产
广州鼎杉投资有限公司,广州鼎杉投资有限公司
崭越投资管理（北京）有限公司,崭越资本
深圳前海盈运通投资控股有限公司,深圳前海盈运通投资控股有限公司
昆山京兆股权投资管理有限公司,京兆股权投资
上海优道投资管理有限公司,优道投资
甘肃国投基金管理有限公司,甘肃国投
广州市科技成果转化引导基金,广州市科技成果转化基金
北京华夏惠众养老产业投资有限公司,华夏惠众
龙腾资本有限公司,龙腾资本
新疆百富华股权投资合伙企业（有限合伙）,百富华
深圳市得烜资产管理有限公司,深圳得烜资产
千合资本管理有限公司,千合资本
上海富尔乐投资管理有限公司,富尔乐投资
深圳市诺德时代基金管理有限公司,诺德时代
黑龙江熙隆投资管理有限公司,黑龙江熙隆投资
上海星晖资产管理有限公司,星晖资产
北京中农创盈投资管理有限公司,中农创盈
北京厚基资本管理有限公司,厚基资本
上海瑞襄投资管理有限公司,上海瑞襄
重庆大乘股权投资基金管理有限公司,大乘股权
深圳市前海德弘联信投资管理有限公司,深圳前海德弘联信投资
云南惠众股权投资基金管理有限公司,惠众投资
深圳市前海新合力投资管理有限公司,深圳市前海新合力投资
深圳市民银资本投资基金管理有限公司,深圳民银资本
上海璟行资产管理有限公司,璟行资产
杭州顺畅资产管理有限公司,杭州顺畅资产
新伟扬（上海）股权投资基金管理有限公司,新伟扬股权投资
深圳市天天创富资产管理有限公司,天天创富
远东宏信有限公司,远东宏信
上海物则投资咨询有限公司,上海物则
深圳南方基石资产管理有限公司,深圳南方基石资产
深圳市联创好玩创业投资管理有限公司,联创好玩创业投资
深圳市龙柏宏易投资管理有限公司,龙柏宏易
北京晟视天下投资管理有限公司,晟视天下
青岛伟晟投资管理股份有限公司,青岛伟晟
诚成智慧城市投资基金管理（北京）有限公司,诚成资本
科威特投资局,科威特投资局
Pear Ventures,Pear Ventures
北京时间投资管理有限公司,北京时间
浙江长宜投资管理有限公司,浙江长宜投资
Hyde Park Angels,Hyde Park Angels
上海真金创业投资管理有限公司,上海真金创投
重庆顺势创行股权投资基金管理有限公司,顺势创行投资
广州银易多投资咨询有限公司,银易多投资
创佳资本管理有限公司,创佳资本
深圳明时投资管理有限公司,深圳明时
北京源码资本投资有限公司,源码资本
重庆长江尚筹资产管理有限公司,长江尚筹
红点创投中国基金,红点中国
红邑资本,红邑资本
北京东方博海资产管理有限公司,北京东方博海资产
上海诺基亚贝尔股份有限公司,贝尔
广州安赐投资管理有限公司,广州安赐投资
鄂尔多斯新动力产业基金,鄂尔多斯新动力基金
浙江金永信投资管理有限公司,金永信投资
深圳市前海道融汇基金管理有限公司,前海道融汇
浙江康恩贝制药股份有限公司,康恩贝
上海紫源投资管理有限公司,紫源投资
金建资本管理有限公司,金建资管
时代创新投资管理（上海）有限公司,时代创新投
天津易必资产管理有限公司,易必资产
萨斯克汉纳投资,萨斯克汉纳投资
上海杰沨投资管理有限公司,上海杰沨投资管理有限公司
上海光控浦燕股权投资管理有限公司,上海光控浦燕股权投资管理有限公司
武汉君润天泽股权投资基金管理有限公司,君润天泽投资
凤凰世纪资本管理（北京）有限公司,凤凰世纪资管北京
武汉华工创业投资有限责任公司,华工创投
天津永兴股权投资基金管理有限公司,永兴投资
荷宝海外投资基金管理（上海）有限公司,荷宝海外投资管理
天津仙童投资管理有限责任公司,天津仙童
深圳睿鉝资产管理有限公司,睿鉝资产
协同创新基金管理有限公司,协同创新投资
海南沸点私募基金管理有限公司,沸点资本
北京坚果优选资产管理有限公司,坚果创投
深圳市富田财富投资管理有限公司,富田财富
北京亦庄国际投资发展有限公司,亦庄国投
春熙资产管理（北京）有限公司,春熙资产
北京正瀚世纪资产管理有限公司,正瀚世纪
上海猛犸资产管理有限公司,猛犸资产
深圳首创成长投资有限公司,首创成长
深圳市前海纳德资产管理有限公司,深圳前海纳德资产
I2A Fund,I2A Fund
上海思无邪投资管理有限公司,思无邪投资
飞图创业投资（北京）有限公司,飞图创投
天津德厚基金管理有限公司,德厚资本
福建海峡文化产业股权投资管理有限公司,海峡文化产业投资
南通铁军投资管理有限公司,南通铁军
美国金石控股集团,美国金石
中科沁鑫资产管理有限公司,沁鑫资产
上海光合兄弟创业投资有限公司,光合创投
Origin Ventures,Origin Ventures
保华资本管理有限公司,保华资本
北京蓝巨投资基金管理有限公司,蓝巨投资
上海亿衍资产管理有限公司,上海亿衍资产管理有限公司
安佰深（上海）股权投资管理有限公司,安佰深（上海）股权投资
新疆中科援疆创新创业私募基金管理有限公司,援疆创新创投
蚌埠中城创业投资有限公司,蚌埠中城创投
Red Bear Angels,Red Bear Angels
天津市晟乾投资管理有限公司,晟乾投资
宁波鼎锋盛世投资管理中心（有限合伙）,鼎锋盛世
广东博弈树投资有限公司,博弈树投资
盛杰（深圳）股权投资有限公司,盛杰深圳投资
网信集团有限公司,网信金融
佛山市联美达投资合伙企业（有限合伙）,联美达投资
湖南万泰华瑞投资管理有限责任公司,万泰华瑞
交银国际控股有限公司北京代表处,交银国际北京代表处
粤开证券股份有限公司,粤开证券
深圳市万钧投资发展有限公司,万钧投资
上海富厚股权投资管理有限公司,富厚创投
创享卓越投资管理有限公司,创享卓越投资
上海其铨股权投资基金管理有限公司,上海其铨投资
西藏榕康投资管理有限公司,榕安投资
三井物产环球投资株式会社,三井物产环球投资
银瑞达创业投资（亚洲）有限公司,银瑞达
中关村发展集团股份有限公司,中关村发展集团
湖南高新创投新泰阳投资管理有限公司,新泰阳创投
广州中值投资管理有限公司,中值资本
天津嘉德中投资产管理有限公司,天津嘉德中投资产
Genesis Partners,Genesis Partners
深圳市有祥创业投资有限公司,有祥创投
浙江宏杰基金管理有限公司,浙江宏杰
Bullpen Capital,Bullpen Capital
武汉光谷创业投资有限公司,武汉光谷
北京华控投资顾问有限公司,华控投资
体育之窗文化股份有限公司,体育之窗
璞理投资管理（上海）有限公司,璞理投资
中节能华禹基金管理有限公司,华禹基金
Balakrishna Adiga,Balakrishna Adiga
创世纪太平洋投资公司,创世纪太平洋资本
深圳市康曼德资本管理有限公司,深圳康曼德资本
上海稻瑜股权投资基金管理有限公司,上海稻瑜投资
深圳市前海睿晟资产管理有限公司,深圳市前海睿晟资产管理有限公司
河北金农股权投资基金管理有限公司,河北金农
江苏凯腾创业投资有限公司,凯腾创投
广州美富企业管理中心（有限合伙）,美富创投
嵊州中广创业投资合伙企业（有限合伙）,嵊州中广创投
新丝路专业教育基金,新丝路教育基金
北京鹏康投资有限公司,鹏康投资
四维资本,四维资本
上海市宜时投资管理有限公司,上海宜时投资
深圳前海海润国际并购基金管理有限公司,前海海润国际并购基金
500 Global,500 Global
肇庆市粤科金叶创业投资有限公司,肇庆粤科金叶创投
上海盛隆投资管理中心,盛隆投资
北京黑岩资本管理有限公司,黑岩资本
交联资本,交联资本
易居资本中国基金,易居中国
上海斐君投资管理中心（有限合伙）,斐君资本
Healthlink Capital,Healthlink Capital
杭州达安创业投资有限公司,达安创投
厦门市央银创业投资合伙企业（有限合伙）,央银创投
杭州沧浪股权投资合伙企业（有限合伙）,沧浪投资
浩成财富投资管理（北京）有限公司黑龙江分公司,浩成财富
厦门国开金圆自贸区发展投资管理有限公司,国开金圆投资
珠江西江产业投资基金管理有限公司,珠江西江产投
杭州观云投资有限公司,杭州观云
杭州万豪创业投资有限公司,万豪创投
西藏东伟投资管理有限公司,西藏东伟投资
浙江君合投资管理有限公司,浙江君合
光谷激光人才专项基金,光谷激光人才基金
杭州如山创业投资有限公司,如山创投
河南农开投资基金管理有限责任公司,农开基金管理公司
广州翔赢投资管理有限公司,广州翔赢
上海源岑投资有限公司,源岑投资
无锡和萨资产管理有限公司,和萨资产
福州奥德企业管理咨询有限公司,奥德企业
宁波长阳永汇投资管理合伙企业（有限合伙）,宁波长阳永汇投资
上海泉岸资产管理有限公司,上海泉岸资产
深圳市鼎川投资有限公司,鼎川投资
Emerging Markets Partnership,EMP
哈弗商业学校天使基金,哈弗商业学校天使基金
北京东方博泰资产管理有限公司,北京东方博泰资产管理有限公司
建银腾晖（上海）私募基金管理有限公司,建银城投
广州赛富合银资产管理有限公司,赛富合银
江苏信宁投资管理有限公司,江苏信宁投资
江苏恒道投资管理有限公司,江苏恒道
深圳市祥润创业投资合伙企业（有限合伙）,祥润创投
深圳前海天楹环保产业基金有限公司,前海天楹环保产业
北京融升投资管理有限公司,北京融升
深圳前海大宇资本管理有限公司,大宇资本
硅谷惠银（厦门）资产管理有限公司,硅谷惠银
苏州太一投资发展有限公司,苏州太一
Tao Capital Partners,Tao Capital Partners
佛山创业投资有限公司,佛山创业基金
西安元鼎投资管理有限责任公司,元鼎投资
苏州高新创业投资集团中小企业发展管理有限公司,高新创业
北京云起投资管理有限公司,云起资本
上海闽天股权投资管理有限公司,闽天股权投资
深圳子竹资本管理有限公司,子竹资本
上海耀证资产管理有限公司,上海耀证资产
中民融诚投资基金（北京）有限公司,中民融诚
朱雀股权投资管理有限公司,朱雀股权
平安银行资产管理事业部,银行资产
新华商金控（上海）股权投资有限公司,新华商金控(上海)股权投资有限公司
上海鼎坚投资管理有限公司,鼎坚投资
珠海欧比特控制工程股份有限公司,欧比特
柯铭资产管理（上海）有限公司,柯铭资产
厦门影视地产基金,厦门影视地产基金
天津市优势创业投资管理有限公司,天津市优势创业投资
Citi Ventures,Citi Ventures
考夫曼兄弟,考夫曼兄弟
南京双安资产管理有限公司,双安资产
深圳前海银湖投资管理有限公司,前海银湖
深圳市天玑星投资有限公司,天玑星投资
浙江杰邦创业投资有限公司,杰邦创投
深圳市弘湾创业投资有限公司,深圳弘湾创投
上海釜润资产管理有限公司,釜润资产
江苏银创资本管理有限公司,银创资本
Carbon Trust Investments Limited,Carbon Trust Investments
深圳市世纪博通投资有限公司,世纪博通
深圳市前海汇德致信投资管理有限公司,汇德致信投资
福建弘凯创业投资有限公司,弘凯创投
北京适度资产管理有限公司,适度资产
廊坊市国达泽诚股权投资基金管理有限公司,国达泽诚投资
上海伏明资产管理有限公司,伏明资产
天津久德股权投资基金管理有限公司,久德投资
Sherpalo Ventures,Sherpalo Ventures
China Prosperity Capital Advisors Limited,China Prosperity Capital Advisors Limited
招商局中国基金有限公司,招商局中国基金
江苏泰华德勤投资管理有限公司,泰华德勤投资
深圳前海肇洋投资管理有限公司,前海肇洋
上海普翌投资管理中心（有限合伙）,上海普翌
深圳前海天资资产管理有限公司,深圳前海天资资产
嘉兴鑫盛汇股权投资合伙企业（有限合伙）,鑫盛汇股权投资
深圳市同利投资有限公司,同利投资
浙江鼎阳资本管理有限公司,鼎阳资本
西安德同迪亚士投资管理有限公司,德同迪亚士投资
德信资本,德信资本
陕西金辰投资管理有限公司,陕西金辰投资
北京凤凰财富资产管理有限公司,凤凰财富资产
君创投资有限公司,君创投资
福建省投资开发集团有限责任公司,福建省投资开发集团
天津嵩泰资产管理有限公司,嵩泰资产
湖南湘投高科技创业投资有限公司,湘投高创投
北京鸿风资产管理有限公司,鸿风资产
深圳市惠程创业投资有限公司,惠程创投
北京富智阳光投资管理有限公司,富智阳光
慧柏投资有限公司,慧柏投资
泰豪晟大创业投资有限公司,泰豪晟大创投
北京和正投资管理有限责任公司,北京和正
江门市长盈投资管理有限公司,江门长盈投资
浙江纳轩资产管理有限公司,浙江纳轩资产管理有限公司
魁北克储蓄投资集团,魁北克储投
云南融源通达股权投资基金管理有限公司,融源通达投资
北京慧聪建设信息咨询有限公司,慧聪网
合肥机器人产业投资公司,合肥机器人产投
上海阿宝兄弟投资管理有限公司,熊猫资本
August Capital,August
上海靖旭投资管理有限公司,上海靖旭
珠海市景元创业投资中心（有限合伙）,景元创投
曼图资本,曼图资本
北京建金投资基金管理中心（有限合伙）,建金投资基金
上海晶隆投资有限公司,晶隆投资
Naspers,Naspers
上海仙翎投资管理合伙企业（有限合伙）,上海仙翎
江苏易元鑫资产管理有限公司,江苏易元鑫资产
紫稻（上海）资产管理有限公司,紫稻（上海）资产管理有限公司
Elliott Fund,Elliott Fund
上海诸瑞股权投资管理有限公司,诸瑞投资
北京火种资产管理有限公司,北京火种资产
上海土星资产管理有限公司,土星资产
威盛（天津）股权投资基金管理有限公司,威盛股权投资
毅美投资有限公司,毅美投资
深圳市融尚圆资产管理有限公司,深圳融尚圆资产
上海岑融投资管理有限公司,上海岑融投资管理有限公司
上海光诺源创业投资管理有限公司,上海光诺源创投
甘肃兴隆景泰投资有限责任公司,兴隆景泰
长友基金,长友基金
深圳市君正发创业投资管理有限公司,君正发创投
西安国经首托企业管理有限合伙企业,国经首托
上海集成电路投资,上海集成电路投资
中财荃兴资本管理有限公司,中财资本
杭州华旦丹阳投资管理有限公司,华旦天使投资
深圳市东土盛唐投资基金管理有限公司,东土盛唐投资
泛海资源投资集团股份有限公司,光彩投资
北京学而思网络科技有限公司,学而思
润泽允能（北京）资本管理有限公司,润泽允能
Providence Ventures,Providence Ventures
深圳中新能联合基金管理有限公司,中新能联合
重庆市欧瑞投资管理有限公司,欧瑞投资
深圳大银资本管理有限公司,大银资本
厦门中和元投资管理有限公司,中和元投资
天津自贸区高端产业发展母基金,天津自贸区高端产业发展母基金
广东盛门资本管理有限公司,盛门资本
安宏资本,安宏资本
中信证券国际有限公司,中信证券国际
连云港市润财创业投资发展有限公司,连云港润财创投
Maveron,Maveron
陕西金控财富管理有限公司,金控财富
北京展恒理财顾问有限公司,展恒理财顾问
深圳市高特佳投资集团有限公司,高特佳投资
深圳市比克电池有限公司,比克电池
贝塔斯曼（国外）,贝塔斯曼
哈尔滨开拓者股权投资基金管理有限公司,滨开拓者投资
深圳市森得瑞股权投资基金管理有限公司,森得瑞投资
西藏瑞誉投资管理有限公司,西藏瑞誉
苏州思科投资管理企业（有限合伙）,苏州思科投资
北京辰玺建业投资有限公司,辰玺建业投资
首晟创业投资管理有限公司,首晟创业
浙江长牛资产管理有限公司,长牛资产
深圳市恒富汇通投资管理有限公司,恒富汇通
红杉资本中国基金,红杉中国
河北卓正股权投资基金管理有限责任公司,卓正投资
湖南万得投资私募基金管理有限公司,湖南万得
上海舜略资产管理有限公司,舜略资产
北京东方弘道资产管理有限责任公司,弘道资本
Inven Capital,Inven Capital
深圳市茂盈资本管理有限公司,茂盈资本
华夏京融投资基金（北京）有限公司,华夏京融
珠海创吧投资管理有限公司,创吧投资
北京运胜投资管理有限公司,运胜投资
蓝贝青苹果天使投资,蓝贝青苹果天使投资
上海中新技术创业投资有限公司,中新技术创投
上海颖华投资管理有限公司,上海颖华
青岛鸿生汇通投资管理有限公司,鸿生汇通
福建盈福资产管理有限公司,福建盈福资产
深圳市同德磐石资产管理有限公司,同德磐石
北京盈泉投资管理中心（有限合伙）,北京盈泉投资管理中心（有限合伙）
上海亿銮投资管理有限公司,上海亿銮投资
Raine Ventures,Raine Ventures
和瑾（上海）资产管理有限公司,和瑾（上海）资产管理有限公司
上海亿信伟业股权投资基金管理有限公司,亿信伟业投资
河北金点创股权投资基金管理有限公司,河北金点创股权投资基金管理有限公司
海峡创新互联网股份有限公司,汉鼎宇佑
北京宝慈资产管理有限公司,宝慈资产
长安新生（深圳）金融投资有限公司,新生金融
深圳市畅联基金管理有限公司,畅联基金
深圳中新创业投资管理有限公司,中新创投
辽宁信泽联合股权投资基金管理有限公司,信泽联合投资
摩根凯瑞资本管理有限公司,摩根凯瑞资本
上海本翼企业信息管理有限公司,上海本翼信息
深圳市红塔财富投资管理有限公司,红塔财富
鲁地矿业股权投资基金管理有限公司,鲁地矿业
深圳耀晟基金管理有限公司,深圳耀晟
上海满风资产管理有限公司,满风资产
深圳市创通资产管理有限公司,创通资产
北京康斯坦投资管理有限公司,康斯坦投资
大连港航产业基金管理有限公司,港航基金
上海易昌投资管理有限公司,上海易昌
重庆富坤智通投资管理有限公司,富坤智通
Founders Fund,Founders Fund
北京乾元泰和资产管理有限公司,乾元泰和
RockPort Capital Partners,RockPort Capital Partners
浙江省金融控股有限公司,浙江省金融控股
Jafco Ventures,Jafco Ventures
加拿大丰业银行,丰业银行
宁波众鼎壹号投资管理合伙企业（有限合伙）,众诚资本
中融华夏（北京）投资基金有限公司,中融华夏
重庆国鑫睿诚股权投资基金管理有限公司,国鑫睿诚
北京世银京投投资基金管理有限公司,世银京投
昌龙运通（北京）股权投资基金管理有限公司,昌龙运通
珠海胡杨林资产管理合伙企业（有限合伙）,珠海胡杨林资产
重庆德众合元股权投资基金管理有限公司,德众资本
北京动力传动投资基金管理有限公司,动力传动
重庆北部新区互联网金融产业投资,重庆北部新区互联网金融
武汉东湖创新投资管理股份有限公司,东湖创新投
山东开顺资产管理有限公司,开顺资产
上海辰质投资合伙企业（有限合伙）,辰质投资
Millhouse,Millhouse
宁波睿正投资管理中心（有限合伙）,宁波睿正投资管理中心（有限合伙）
上海盛宇股权投资基金管理有限公司,盛宇投资
深圳市繁祉投资管理企业（有限合伙）,繁祉投资
湖州市创业投资有限责任公司,湖州创投
Al Safat Investment Company,Al Safat
东证融通投资管理有限公司,东证融通
北京中恒融投资产管理有限公司,中恒融投
中晋股权投资基金管理（上海）有限公司,中晋股权投资
上海名朴投资有限公司,名朴投资
同程网络科技股份有限公司,同程旅游
武汉合润创业投资股份有限公司,合润创投
湖州优扬投资管理有限公司,湖州优扬
杭州丰腾投资管理有限公司,丰腾投资
CMEA Capital,CMEA Capital
深圳前海稳得利投资管理有限公司,深圳前海稳得利投资
上海津圆资产管理合伙企业（有限合伙）,津圆资产
HicksEquity Partners,HicksEquity Partners
福建大千投资管理有限公司,福建大千
北京新恒基投资管理集团有限公司,新恒基
温州北博投资有限公司,北博投资
广州工控资本管理有限公司,工控资本
Uk-Based,Uk-Based
上海通金投资有限公司,上海通金
杭州鸿墅投资有限公司,杭州鸿墅投资
山东省高新技术创业投资有限公司,山东高新创投
上海从杰投资管理有限公司,上海从杰投资管理有限公司
北京东富汇通投资管理中心（有限合伙）,东富汇通基金
太仓东源投资管理中心（有限合伙）,太仓东源
北京城开财富资产管理中心（有限合伙）,城开财富
国汇鼎盛（北京）投资基金管理有限公司,国汇鼎盛北京投资
安大略省教师退休金计划,安省教师退休金计划
格耀股权投资基金管理（上海）有限公司,格耀投资上海
杭州谦颐资产管理有限公司,杭州谦颐资产管理有限公司
宁波阅文文兴投资管理有限公司,宁波阅文文兴投资
汇财永信咨询（厦门）有限公司,汇财资本
北京中现众合投资基金管理中心（有限合伙）,中现众合
上海新湖创业投资有限公司,上海新湖创投
成都朋锦资产管理有限公司,朋锦资产
上海锦雍投资管理合伙企业（有限合伙）,上海锦雍投资
深圳复华金澳投资管理有限公司,复华金澳
Grotech Ventures,Grotech Ventures
世嘉游戏,世嘉游戏
广东中尚基金管理股份有限公司,中尚基金
北京磐谷创业投资有限责任公司,磐谷创投
天津乔博投资咨询管理有限公司,天津乔博
上海旌垣股权投资基金管理有限公司,上海旌垣投资
深圳市新智达投资管理有限公司,新智达投资
丰元资本,丰元资本
上海鉴喜投资管理有限公司,上海鉴喜投资
北京海厚泰资本管理有限公司,海厚泰资本
中金创新（深圳）资产管理有限公司,中金创新投资
星光国际投资管理公司,星光国际
深圳前海和惠资本有限公司,前海和惠
诺安资本管理有限公司,诺安资本
A Plus Finance,A Plus Finance
广东银石投资有限公司,广东银石
北京陶朱资本管理有限公司,北京陶朱资本管理有限公司
上海万得股权投资基金有限公司,万得投资
Pharos Capital Group,Pharos
浙江文创控股集团有限公司,文创集团
中信国润股权投资基金管理南通有限公司,中信国润
安金资产管理有限公司,安金资产
上海贯弘投资管理有限公司,上海贯弘
上海醴泉投资管理有限公司,醴泉投资
量鼎资本管理（上海）股份有限公司,量鼎资本
浙江实地鑫旺股权投资合伙企业（有限合伙）,实地鑫旺
上海旭通股权投资管理有限公司,旭通股权投资
四川中辰联合股权投资基金管理有限公司,四川中辰联合投资
"FE Clean Energy Group, Inc.",FE Clean Energy
上海宽帕投资管理有限公司,上海宽帕
上海科技创业投资股份有限公司,上海科创投
深圳市思考基金管理有限公司,深圳思考
新沃资本控股有限公司,新沃资本
上海德惠股权投资基金管理有限公司,德惠股权投资
上海旭彩创业投资有限公司,旭彩创投
深圳市与君创业投资管理有限公司,与君资本
新疆佳晖奇茂股权投资有限合伙企业,佳晖奇茂股权投资
北京升辉嘉信投资基金管理有限公司,北京升辉嘉信投资基金管理有限公司
苏州龙宝新能源创业投资中心（有限合伙）,龙宝新能源创投
北京嘉富诚资产管理有限公司,嘉富诚
上海汇翼信息科技有限公司,Teambition
香港凯丰金融投资公司,凯丰金融投资
深圳市东方财智资产管理有限公司,东方财智
天津远津绿洲股权投资基金管理有限公司,远津基金
深圳前海大一资产管理有限公司,前海大一
上海冠易资产管理有限公司,上海冠易资产
上海晶成创业投资有限公司,晶成创投
移动视频投资基金,移动视频基金
IDG资本,IDG资本
中盈基金管理有限公司,中盈基金
深圳市前海秋石投资控股有限公司,秋石投资控股
北京特兰哲资产管理有限公司,北京特兰哲资产
深圳汇丰基金管理有限公司,深圳汇丰
福建通明投资有限公司,通明投资
汉世纪新扬股权投资基金管理（天津）有限公司,汉世纪新扬投资
厦门中略投资管理有限公司,厦门中略
光大德合投资管理（深圳）有限公司,光大德合
南京盛宇投资管理有限公司,南京盛宇
北京仁和开泰投资咨询有限公司,仁和开泰投资
上海鼎储投资管理有限公司,鼎储投资
黑马探路者旅游投资,黑马探路者旅游投资
九坤投资（北京）有限公司,九坤投资
大唐同威投资管理（深圳）有限公司,同威投资
Brahms,Brahms
中粮我买网有限公司,我买网
乐毅产业基金管理有限公司,乐毅基金管理
春华资本集团,春华资本
道高（上海）股权投资基金有限公司,道高基金
杭州正鸿投资管理有限公司,杭州正鸿
上海云杉投资管理有限公司,上海云杉
大雄风创业投资有限公司,大雄风创投
杭州侨盛投资管理有限公司,杭州侨盛投资
深圳市中金东方基金管理有限公司,中金东方
上海惠雅股权投资管理合伙企业（有限合伙）,惠雅投资
Aspada,Aspada
成都永安城股权投资基金管理有限公司,永安城基金管理
台州银莅资产管理有限公司,银莅资产
中合云信投资控股有限公司,中合云信
国新思创投资基金管理（北京）有限公司,国新思创投资
上海广目资产管理有限公司,广目资产
北京博森泉资产管理有限公司,北京博森泉资产
上海景领投资管理有限公司,上海景领投资
河南嘉誉投资管理有限公司,河南嘉誉投资
武汉瑞思嘉华投资管理有限公司,瑞思嘉华
珠海市横琴志合股权投资管理合伙企业（有限合伙）,横琴志合投资
北京众富君联资产管理有限公司,众富君联
深圳市信诺泰投资管理有限公司,信诺泰投资
上海金业股权投资管理有限公司,金业投资
湖南飞鸿投资有限公司,飞鸿投资
福建省功夫文化股权投资管理有限公司,功夫资本
凯亚投资控股有限公司,凯亚投资
Staley Capital,Staley Capital
NIC Fund,NIC Fund
宜宾紫玺宸资产管理有限公司,宜宾紫玺宸资产管理有限公司
上海德溢慧心股权投资有限公司,德溢慧心投资
北京金汇兴业投资管理有限公司,金汇投资
北京汇金合生投资有限公司,北京汇金合生投资
上海九融投资咨询中心,上海九融投资
北虹桥创新创业投资基金,北虹桥创新创投基金
Shah Capital Management,SCM
"Equity International Properties, Ltd.",Equity International
杭州幻方科技有限公司,幻方科技
斐然资本有限公司,斐然资本
吉林省旅游产业投资基金管理有限公司,吉林旅游产业投资
上海易善资产管理有限公司,易善资产
水基会会泽资产管理（上海）有限公司,水基会会泽资产上海
上海宝磐投资管理有限公司,上海宝磐投资
德信联邦,德信联邦
东方融投（厦门）投资管理有限公司,东方融投（厦门）投资管理有限公司
哈尔滨英连股权投资企业（有限合伙）,哈尔滨英连股权投资
西藏大朴投资管理有限公司,西藏大朴投资管理有限公司
上海川茂资产管理有限公司,川茂基金
成为资本,成为资本
新疆融汇创业投资基金管理公司,融汇创投
上海盛宇钤晟投资管理有限公司,上海盛宇钤晟投资管理有限公司
河南深蓝远航创业投资有限公司,深远创投
愿景资本,愿景资本
上海元葵资产管理中心（有限合伙）,元葵资产
淄博齐鲁股权投资管理有限公司,淄博齐鲁投资
摩根士丹利亚洲投资有限公司,摩根士丹利亚洲
扬州守得理财顾问有限公司,守得理财顾问
珠海天倪资本管理有限公司,珠海天倪资本管理有限公司
上海瓴鑫投资有限公司,上海瓴鑫投资有限公司
上海致秋金融信息服务有限公司,上海致秋金融信息服务
北京醒澜投资有限公司,北京醒澜投资
