full_name,short_name
深圳市鼎泓乘方投资有限公司,鼎泓乘方
上海木铎投资管理有限公司,上海木铎
深圳市源大汇信资产管理有限公司,源大汇信
凯鹏华盈,凯鹏华盈
上海宽投资产管理有限公司,上海宽投资产管理有限公司
镇江市绿色发展产业基金,镇江绿色发展基金
西苑资本,西苑资本
浙江浙大至善投资管理有限公司,浙大至善
北京银河吉星创业投资有限责任公司,银河吉星创投
上海金辇投资管理有限公司,上海金辇
紫魁（上海）资产管理中心（有限合伙）,紫魁上海资产
北京中富投资集团有限公司,中富投资
牡丹江鑫汇资产投资经营公司,牡丹江鑫汇资产
加拿大养老基金投资公司,加拿大养老基金
日本亚洲投资株式会社,日本亚洲投资
深圳市前海可信资本管理有限公司,可信资本
国际金融公司,国际金融
天津民晟资产管理有限公司,民晟资产
北京熔拓资本管理有限公司,熔拓资本
观富（北京）资产管理有限公司,观富资产
深圳前海百川基金管理有限公司,深圳前海百川
安阳光泰创业投资有限公司,安阳光泰创投
上海子米投资发展有限公司,子米投资
深圳综彩投资管理有限公司,深圳综彩
江苏中乾投资有限公司,江苏中乾投资有限公司
安徽首泰东方资产管理有限公司,首泰东方
广东厚方投资管理有限公司,广东厚方
大唐财富投资管理有限公司,大唐财富
福建柏瑞嘉源资产管理有限公司,柏瑞嘉源
管大资产管理股份有限公司,管大资产管理股份有限公司
怀化鹏瑞产业投资有限公司,鹏瑞产业投资
中夏国际投资有限公司,中夏投资
深圳前海恒捷投资管理有限公司,前海恒捷
深圳衍生资本管理有限公司,衍生资本
江苏润垚资产管理有限公司,润垚资产
福建知止掇金资产管理有限公司,知止掇金
苏州金沙江朝华创业投资管理有限公司,金沙江朝华创投
北京明盛普惠资产管理有限公司,北京明盛普惠资产
上海贝琛创业投资管理有限公司,贝琛创业
深圳市前海鼎天屹地金融服务有限公司,深圳市前海鼎天屹地金融服务有限公司
创客未来投资管理有限公司,创客未来投资
苏州融安股权投资管理有限公司,融安股权投资
浙江大学科技园发展有限公司,浙大科技园
深圳前海黄埔猎鹰资产管理有限公司,前海黄埔猎鹰
上海天顿投资管理有限公司,上海天顿
深圳挚金创新投资管理有限公司,深圳挚金创新投资
富舜投资管理咨询（上海）有限公司,富舜投资
东源（天津）股权投资基金管理有限公司,东源（天津）股权投资
北京金陵华新投资管理有限公司,金陵华新
广东谊信投资有限公司,广东谊信
深圳市海纳同创投资有限公司,海纳同创
宏源汇富创业投资有限公司,宏源汇富创业投资
国盛华兴投资有限公司,国盛华兴投资
北京瑞丰信和资本管理有限责任公司,瑞丰信和
亿隆元合投资（北京）有限公司,亿群创投
上海小鳄资产管理有限公司,小鳄资产
河南骏域基金管理有限公司,骏域基金
深圳市森瑞投资管理有限公司,森瑞投资
长沙永裕股权投资管理有限公司,永裕股权
中财亨利投资管理（北京）有限公司,中财亨利投资北京
杭州联创投资管理有限公司,杭州联创
深圳市前海兆鸿资产管理有限公司,前海兆鸿
深圳市聚海盛世资产管理有限公司,深圳聚海盛世资管
南京盛泉恒元投资有限公司,盛泉恒元
北京新乐都资产管理有限公司,北京新乐都资产
大概率（北京）投资有限公司,大概率北京投资
深圳正圆投资有限公司,深圳正圆投资
辽宁省创投服务基金,辽宁创投服务基金
国投创新投资管理有限公司,国投创新
深圳前海恒辉资产管理有限公司,前海恒辉
武汉锦辉泰投资管理有限公司,锦辉泰投资
智慧资本,智慧资本
山东银企投资有限公司,山东银企
杭州沣融投资管理有限公司,沣融投资
Paul Allen's Vulcan Capital,Paul Allen's Vulcan Capital
珠海市和缘信息咨询有限公司,和缘创投
广东谷实投资管理股份有限公司,谷实投资
江苏省文化投资管理集团有限公司,江苏文化投资管理集团
深圳泰豪晟大股权投资管理有限公司,泰豪晟大投资
上海大墉资产管理有限公司,上海大墉资产管理有限公司
南京平衡资本管理中心（普通合伙）,平衡资本
募旗国泰（北京）投资基金管理有限公司,募旗国泰
广东红石基金管理有限公司,红石基金
贝尔斯登亚洲有限公司,贝尔斯登亚洲公司
浙江越商股权投资管理有限公司,越商股权投资
中融世鸿资产管理有限公司,中融世鸿资产
美国国际集团,美国国际
Rocket Internet,Rocket Internet
北京中泽沃德投资管理有限公司,北京中泽沃德投资
广州鹰傲投资管理有限公司,广州鹰傲投资
sciencemag.org,sciencemag.org
钟鼎（上海）创业投资管理有限公司,钟鼎资本
全通教育集团（广东）股份有限公司,全通教育
上海安洪投资管理有限公司,上海安洪
上海南江（集团）有限公司,南江集团
宁波坤鼎股权投资管理有限公司,坤鼎投资
北京涵德投资咨询有限公司,北京涵德
立讯精密工业股份有限公司,立讯精密
Neuehouse,Neuehouse
成都红泰投资有限公司,成都红泰
上海联银创业投资有限公司,联银创投
优步,优步
北京汇沣高新投资管理有限公司,汇沣高新投资
中财金控投资有限公司,中财金控
北京中农德金投资基金管理有限责任公司,中农德金
常州利驰投资咨询合伙企业（有限合伙）,利驰投资
广州越秀立创三号实业投资合伙企业（有限合伙）,广州越秀立创三号投资
北京鑫达众信资产管理有限公司,鑫达众信
广州市创势翔投资有限公司,创势翔投资
苏州阿尔法投资管理中心（有限合伙）,阿尔法投资管理
深圳市立诚致合创业投资有限公司,深圳市立诚致合创投
泽星投资管理（大连）有限公司,泽星投资大连
信保（天津）股权投资基金管理有限公司,信保基金
能达长吉（天津）股权投资基金有限公司,能达长吉
北京黑鹰富成投资管理有限公司,黑鹰富成
上海线性投资管理有限公司,线性资本
重庆缙云山中小企业创业投资基金管理有限公司,缙云山创业投资
宁波君润股权投资管理有限公司,君润投资
山东蓝色经济产业基金管理有限公司,蓝色经济产业基金
四川富盈信德投资管理有限公司,富盈信德
深圳汇富银通基金管理有限公司,深圳汇富银通
湖南兴湘创富投资有限公司,兴湘创富
辽宁珺虹股权投资基金管理有限公司,珺虹投资
四川本鑫投资有限公司,四川本鑫
成都博源海特投资管理合伙企业（有限合伙）,博源海特
K Cube Ventures,K Cube Ventures
南京正亿资产管理有限公司,南京正亿资产
贵州省科技风险投资有限公司,贵州科风投
NTT Docomo Ventures,NTT Docomo Ventures
上海云垚资产管理有限公司,上海云垚资产
Svangel,Svangel
安保资本投资有限公司,安保资本
天津信诺股权投资基金管理合伙企业（有限合伙）,信诺股权投资
上海展弘投资管理有限公司,上海展弘
深圳前海奥狮资本管理有限公司,深圳前海奥狮资管
搜房控股有限公司,房天下
北京全唐投资管理有限公司,全唐投资
正圣（上海）股权投资基金管理有限公司,正圣投资
上海系数股权投资基金管理合伙企业（有限合伙）,系数投资
上海科辰创业投资有限公司,科辰创投
上海期期投资管理中心（有限合伙）,上海期期
瑞德华商（北京）投资基金管理有限公司,瑞德华商
中亿佰联（北京）投资管理有限公司,中亿佰联
深圳博睿长盛投资企业（有限合伙）,博睿长盛投资
上海步饶投资管理有限公司,上海步饶投资
北京三智宝盈资产管理有限公司,三智宝盈
晋联资产管理（上海）有限公司,晋联资产
夏斯塔创业投资,夏斯塔创投
上海七鹏投资管理有限公司,七海资本
全天候资产管理有限公司,全天候资产
上海中最投资管理有限公司,上海中最
北京中海金讯投资中心（有限合伙）,中海金讯
剑桥高科（北京）投资管理有限公司,剑桥高科（北京）投资管理有限公司
深圳市前海强合股权投资基金管理有限公司,前海强合股权投资
复星凯雷（上海）股权投资管理有限公司,复星凯雷
永嘉汇通股权投资管理有限公司,永嘉汇通
东亚投资基金管理股份有限公司,东亚投资
Access Industries,Access Industries
南京和鼎创业投资管理有限公司,和鼎创投
美国青锋投资有限公司,美国青锋投资
福建中保创业投资股份有限公司,中保创投
深圳市中企汇创业投资有限公司,中企汇创投
Vegas Tech Fund,Vegas Tech Fund
中国宝安集团资产管理有限公司,宝安资产管理
AB Capital,AB Capital
北京三晋汇鑫资产管理有限公司,三晋汇鑫
上海联卡企业管理服务有限公司,联卡企业
天天投,天天投
依奥斯亚洲投资有限公司,依奥斯亚洲
喜神中铁投资（暂定）,喜神中铁 （暂定）
深圳前海尊富资本管理有限公司,前海尊富
上海博道投资管理有限公司,博道投资
北京博虹投资管理有限公司,北京博虹
上海世联行股权投资管理有限公司,上海世联行投资
石河子市招财聚赢股权投资管理有限公司,子招财聚赢投资
深圳市鼎昊基金管理有限公司,鼎昊基金
天津和光股权投资管理合伙企业（有限合伙）,和光投资
天津瀚锦股权投资基金合伙企业（有限合伙）,瀚锦股权投资
上海量旗投资管理有限公司,上海量旗投资
深圳前海华龙沃顿基金管理有限公司,前海华龙沃顿
深圳人合资本管理有限公司,人合资本
WR Hambrecht + Co,WR Hambrecht + Co
深圳市中恒通基金管理有限公司,中恒通
寰宇万银资本集团,寰宇万银
上海稳博投资管理有限公司,上海稳博投资
广州文天股权投资基金管理有限公司,广州文天股权投资基金管理有限公司
成都名堂股权投资基金管理有限责任公司,名堂股权投资
上海睿谷资产管理有限公司,睿谷资产
上海融璇资产管理有限公司,融璇资产
上海亨荣投资管理有限公司,上海亨荣
深圳市泰骏资产管理有限公司,泰骏资产
上海兰丞股权投资管理有限公司,兰丞投资
北京中健济民医疗投资管理有限公司,北京中健济民医疗投资
Mobius Venture Capital,Mobius
成都锦秀同德股权投资基金管理有限公司,锦秀同德股权
深圳博信资本管理有限公司,博信资本
上海智虎资产管理有限公司,上海智虎资产
湖北中恒信创股权投资管理有限公司,中恒信创投资
